author,top_emotions,top_emotions_pct,strong_emotions,moderate_emotions,weak_emotions,top_emotions_labeled
dokturdro,"[""gratitude"", ""disapproval"", ""disgust""]","[25.93, 22.22, 22.22]",[],"[""gratitude""]","[""disapproval"", ""disgust""]","[""gratitude (moderata: 25.93%)"", ""disapproval (debole: 22.22%)"", ""disgust (debole: 22.22%)""]"
drawtheApocalypse,"[""annoyance"", ""disappointment"", ""disapproval""]","[18.52, 18.52, 18.52]",[],[],"[""annoyance"", ""disappointment"", ""disapproval""]","[""annoyance (debole: 18.52%)"", ""disappointment (debole: 18.52%)"", ""disapproval (debole: 18.52%)""]"
drtreadwater,"[""disapproval"", ""approval"", ""admiration""]","[26.09, 21.74, 17.39]",[],"[""disapproval""]","[""approval"", ""admiration""]","[""disapproval (moderata: 26.09%)"", ""approval (debole: 21.74%)"", ""admiration (debole: 17.39%)""]"
dum_dum_boy,"[""approval"", ""admiration"", ""annoyance""]","[34.62, 19.23, 11.54]",[],"[""approval""]","[""admiration"", ""annoyance""]","[""approval (moderata: 34.62%)"", ""admiration (debole: 19.23%)"", ""annoyance (debole: 11.54%)""]"
dylpro97,"[""admiration"", ""approval"", ""disapproval""]","[16.67, 16.67, 16.67]",[],[],"[""admiration"", ""approval"", ""disapproval""]","[""admiration (debole: 16.67%)"", ""approval (debole: 16.67%)"", ""disapproval (debole: 16.67%)""]"
eZelta,"[""approval"", ""fear"", ""disapproval""]","[38.1, 28.57, 23.81]",[],"[""approval"", ""fear""]","[""disapproval""]","[""approval (moderata: 38.10%)"", ""fear (moderata: 28.57%)"", ""disapproval (debole: 23.81%)""]"
eclecticnovice,"[""approval"", ""disapproval"", ""admiration""]","[29.63, 22.22, 22.22]",[],"[""approval""]","[""disapproval"", ""admiration""]","[""approval (moderata: 29.63%)"", ""disapproval (debole: 22.22%)"", ""admiration (debole: 22.22%)""]"
eddiesoupspoon,"[""approval"", ""disapproval"", ""optimism""]","[26.92, 19.23, 15.38]",[],"[""approval""]","[""disapproval"", ""optimism""]","[""approval (moderata: 26.92%)"", ""disapproval (debole: 19.23%)"", ""optimism (debole: 15.38%)""]"
eekkgg,"[""approval"", ""admiration"", ""disgust""]","[25.0, 20.83, 20.83]",[],"[""approval""]","[""admiration"", ""disgust""]","[""approval (moderata: 25.00%)"", ""admiration (debole: 20.83%)"", ""disgust (debole: 20.83%)""]"
eidree,"[""gratitude"", ""confusion"", ""disapproval""]","[39.29, 21.43, 17.86]",[],"[""gratitude""]","[""confusion"", ""disapproval""]","[""gratitude (moderata: 39.29%)"", ""confusion (debole: 21.43%)"", ""disapproval (debole: 17.86%)""]"
eileensariot,"[""admiration"", ""approval"", ""curiosity""]","[24.0, 24.0, 24.0]",[],[],"[""admiration"", ""approval"", ""curiosity""]","[""admiration (debole: 24.00%)"", ""approval (debole: 24.00%)"", ""curiosity (debole: 24.00%)""]"
elusivite,"[""love"", ""disgust"", ""joy""]","[42.86, 42.86, 23.81]",[],"[""love"", ""disgust""]","[""joy""]","[""love (moderata: 42.86%)"", ""disgust (moderata: 42.86%)"", ""joy (debole: 23.81%)""]"
emopuppy,"[""approval"", ""admiration"", ""disapproval""]","[33.33, 22.22, 14.81]",[],"[""approval""]","[""admiration"", ""disapproval""]","[""approval (moderata: 33.33%)"", ""admiration (debole: 22.22%)"", ""disapproval (debole: 14.81%)""]"
enitefis,"[""approval"", ""annoyance"", ""gratitude""]","[25.93, 22.22, 14.81]",[],"[""approval""]","[""annoyance"", ""gratitude""]","[""approval (moderata: 25.93%)"", ""annoyance (debole: 22.22%)"", ""gratitude (debole: 14.81%)""]"
epidemicflooddownwar,"[""approval"", ""disapproval"", ""love""]","[36.0, 36.0, 12.0]",[],"[""approval"", ""disapproval""]","[""love""]","[""approval (moderata: 36.00%)"", ""disapproval (moderata: 36.00%)"", ""love (debole: 12.00%)""]"
equalityNOTfascism,"[""annoyance"", ""approval"", ""disapproval""]","[32.14, 25.0, 25.0]",[],"[""annoyance"", ""approval"", ""disapproval""]",[],"[""annoyance (moderata: 32.14%)"", ""approval (moderata: 25.00%)"", ""disapproval (moderata: 25.00%)""]"
ermats,"[""curiosity"", ""love"", ""approval""]","[25.0, 21.43, 21.43]",[],"[""curiosity""]","[""love"", ""approval""]","[""curiosity (moderata: 25.00%)"", ""love (debole: 21.43%)"", ""approval (debole: 21.43%)""]"
escapist11,"[""annoyance"", ""disapproval"", ""disappointment""]","[29.17, 25.0, 20.83]",[],"[""annoyance"", ""disapproval""]","[""disappointment""]","[""annoyance (moderata: 29.17%)"", ""disapproval (moderata: 25.00%)"", ""disappointment (debole: 20.83%)""]"
esqualatch12,"[""annoyance"", ""disapproval"", ""approval""]","[24.0, 24.0, 20.0]",[],[],"[""annoyance"", ""disapproval"", ""approval""]","[""annoyance (debole: 24.00%)"", ""disapproval (debole: 24.00%)"", ""approval (debole: 20.00%)""]"
eternia16,"[""curiosity"", ""annoyance"", ""surprise""]","[22.22, 18.52, 18.52]",[],[],"[""curiosity"", ""annoyance"", ""surprise""]","[""curiosity (debole: 22.22%)"", ""annoyance (debole: 18.52%)"", ""surprise (debole: 18.52%)""]"
ethanambrose,"[""curiosity"", ""annoyance"", ""anger""]","[24.0, 16.0, 16.0]",[],[],"[""curiosity"", ""annoyance"", ""anger""]","[""curiosity (debole: 24.00%)"", ""annoyance (debole: 16.00%)"", ""anger (debole: 16.00%)""]"
excitednarwhal,"[""curiosity"", ""admiration"", ""joy""]","[22.73, 18.18, 18.18]",[],[],"[""curiosity"", ""admiration"", ""joy""]","[""curiosity (debole: 22.73%)"", ""admiration (debole: 18.18%)"", ""joy (debole: 18.18%)""]"
eye_licker24,"[""curiosity"", ""admiration"", ""approval""]","[35.71, 28.57, 21.43]",[],"[""curiosity"", ""admiration""]","[""approval""]","[""curiosity (moderata: 35.71%)"", ""admiration (moderata: 28.57%)"", ""approval (debole: 21.43%)""]"
ezwip,"[""curiosity"", ""annoyance"", ""disapproval""]","[26.92, 23.08, 15.38]",[],"[""curiosity""]","[""annoyance"", ""disapproval""]","[""curiosity (moderata: 26.92%)"", ""annoyance (debole: 23.08%)"", ""disapproval (debole: 15.38%)""]"
factorum,"[""approval"", ""disgust"", ""fear""]","[27.59, 27.59, 17.24]",[],"[""approval"", ""disgust""]","[""fear""]","[""approval (moderata: 27.59%)"", ""disgust (moderata: 27.59%)"", ""fear (debole: 17.24%)""]"
faissaloo,"[""admiration"", ""curiosity"", ""approval""]","[29.17, 25.0, 20.83]",[],"[""admiration"", ""curiosity""]","[""approval""]","[""admiration (moderata: 29.17%)"", ""curiosity (moderata: 25.00%)"", ""approval (debole: 20.83%)""]"
falefail,"[""admiration"", ""approval"", ""love""]","[23.81, 23.81, 23.81]",[],[],"[""admiration"", ""approval"", ""love""]","[""admiration (debole: 23.81%)"", ""approval (debole: 23.81%)"", ""love (debole: 23.81%)""]"
farihahaha16,"[""admiration"", ""approval"", ""annoyance""]","[35.71, 32.14, 25.0]",[],"[""admiration"", ""approval"", ""annoyance""]",[],"[""admiration (moderata: 35.71%)"", ""approval (moderata: 32.14%)"", ""annoyance (moderata: 25.00%)""]"
farmdatkiwi,"[""annoyance"", ""approval"", ""disappointment""]","[26.92, 19.23, 19.23]",[],"[""annoyance""]","[""approval"", ""disappointment""]","[""annoyance (moderata: 26.92%)"", ""approval (debole: 19.23%)"", ""disappointment (debole: 19.23%)""]"
feedmewords,"[""approval"", ""gratitude"", ""disapproval""]","[35.71, 25.0, 14.29]",[],"[""approval"", ""gratitude""]","[""disapproval""]","[""approval (moderata: 35.71%)"", ""gratitude (moderata: 25.00%)"", ""disapproval (debole: 14.29%)""]"
femmecheng,"[""disapproval"", ""approval"", ""disgust""]","[53.85, 34.62, 23.08]","[""disapproval""]","[""approval""]","[""disgust""]","[""disapproval (forte: 53.85%)"", ""approval (moderata: 34.62%)"", ""disgust (debole: 23.08%)""]"
fer-nie,"[""annoyance"", ""approval"", ""curiosity""]","[32.0, 28.0, 24.0]",[],"[""annoyance"", ""approval""]","[""curiosity""]","[""annoyance (moderata: 32.00%)"", ""approval (moderata: 28.00%)"", ""curiosity (debole: 24.00%)""]"
festiemeow,"[""admiration"", ""approval"", ""disgust""]","[18.52, 11.11, 11.11]",[],[],"[""admiration"", ""approval"", ""disgust""]","[""admiration (debole: 18.52%)"", ""approval (debole: 11.11%)"", ""disgust (debole: 11.11%)""]"
fieldhome,"[""annoyance"", ""approval"", ""disapproval""]","[32.0, 28.0, 28.0]",[],"[""annoyance"", ""approval"", ""disapproval""]",[],"[""annoyance (moderata: 32.00%)"", ""approval (moderata: 28.00%)"", ""disapproval (moderata: 28.00%)""]"
fifthchevron,"[""annoyance"", ""approval"", ""disapproval""]","[22.22, 22.22, 18.52]",[],[],"[""annoyance"", ""approval"", ""disapproval""]","[""annoyance (debole: 22.22%)"", ""approval (debole: 22.22%)"", ""disapproval (debole: 18.52%)""]"
fluoroamine,"[""curiosity"", ""confusion"", ""approval""]","[24.0, 20.0, 16.0]",[],[],"[""curiosity"", ""confusion"", ""approval""]","[""curiosity (debole: 24.00%)"", ""confusion (debole: 20.00%)"", ""approval (debole: 16.00%)""]"
flyflagger,"[""annoyance"", ""approval"", ""admiration""]","[24.0, 24.0, 16.0]",[],[],"[""annoyance"", ""approval"", ""admiration""]","[""annoyance (debole: 24.00%)"", ""approval (debole: 24.00%)"", ""admiration (debole: 16.00%)""]"
followingfreeways,"[""annoyance"", ""admiration"", ""caring""]","[25.0, 17.86, 14.29]",[],"[""annoyance""]","[""admiration"", ""caring""]","[""annoyance (moderata: 25.00%)"", ""admiration (debole: 17.86%)"", ""caring (debole: 14.29%)""]"
frazzledazzle55,"[""curiosity"", ""admiration"", ""approval""]","[23.08, 15.38, 15.38]",[],[],"[""curiosity"", ""admiration"", ""approval""]","[""curiosity (debole: 23.08%)"", ""admiration (debole: 15.38%)"", ""approval (debole: 15.38%)""]"
freejosephk,"[""approval"", ""admiration"", ""annoyance""]","[33.33, 22.22, 22.22]",[],"[""approval""]","[""admiration"", ""annoyance""]","[""approval (moderata: 33.33%)"", ""admiration (debole: 22.22%)"", ""annoyance (debole: 22.22%)""]"
freethinker101,"[""admiration"", ""annoyance"", ""curiosity""]","[33.33, 20.83, 16.67]",[],"[""admiration""]","[""annoyance"", ""curiosity""]","[""admiration (moderata: 33.33%)"", ""annoyance (debole: 20.83%)"", ""curiosity (debole: 16.67%)""]"
freshstart31,"[""gratitude"", ""approval"", ""curiosity""]","[52.0, 24.0, 12.0]","[""gratitude""]",[],"[""approval"", ""curiosity""]","[""gratitude (forte: 52.00%)"", ""approval (debole: 24.00%)"", ""curiosity (debole: 12.00%)""]"
fretspyder,"[""annoyance"", ""disapproval"", ""admiration""]","[22.22, 22.22, 18.52]",[],[],"[""annoyance"", ""disapproval"", ""admiration""]","[""annoyance (debole: 22.22%)"", ""disapproval (debole: 22.22%)"", ""admiration (debole: 18.52%)""]"
fromthepeace,"[""curiosity"", ""approval"", ""admiration""]","[38.1, 28.57, 19.05]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 38.10%)"", ""approval (moderata: 28.57%)"", ""admiration (debole: 19.05%)""]"
ftpgshow,"[""admiration"", ""gratitude"", ""disgust""]","[29.17, 29.17, 25.0]",[],"[""admiration"", ""gratitude"", ""disgust""]",[],"[""admiration (moderata: 29.17%)"", ""gratitude (moderata: 29.17%)"", ""disgust (moderata: 25.00%)""]"
fuzzybugs,"[""approval"", ""admiration"", ""curiosity""]","[31.82, 18.18, 18.18]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 31.82%)"", ""admiration (debole: 18.18%)"", ""curiosity (debole: 18.18%)""]"
fwipojr,"[""admiration"", ""approval"", ""gratitude""]","[35.71, 28.57, 21.43]",[],"[""admiration"", ""approval""]","[""gratitude""]","[""admiration (moderata: 35.71%)"", ""approval (moderata: 28.57%)"", ""gratitude (debole: 21.43%)""]"
g4henderson,"[""approval"", ""admiration"", ""curiosity""]","[30.77, 19.23, 19.23]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 30.77%)"", ""admiration (debole: 19.23%)"", ""curiosity (debole: 19.23%)""]"
gamergeek17,"[""approval"", ""disgust"", ""love""]","[26.92, 23.08, 15.38]",[],"[""approval""]","[""disgust"", ""love""]","[""approval (moderata: 26.92%)"", ""disgust (debole: 23.08%)"", ""love (debole: 15.38%)""]"
garboooo,"[""disapproval"", ""curiosity"", ""annoyance""]","[44.0, 24.0, 24.0]",[],"[""disapproval""]","[""curiosity"", ""annoyance""]","[""disapproval (moderata: 44.00%)"", ""curiosity (debole: 24.00%)"", ""annoyance (debole: 24.00%)""]"
garglemyload,"[""curiosity"", ""approval"", ""admiration""]","[44.0, 28.0, 20.0]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 44.00%)"", ""approval (moderata: 28.00%)"", ""admiration (debole: 20.00%)""]"
gentlemanliness1,"[""approval"", ""admiration"", ""curiosity""]","[24.0, 20.0, 20.0]",[],[],"[""approval"", ""admiration"", ""curiosity""]","[""approval (debole: 24.00%)"", ""admiration (debole: 20.00%)"", ""curiosity (debole: 20.00%)""]"
getting_better_man,"[""approval"", ""curiosity"", ""disgust""]","[29.63, 18.52, 14.81]",[],"[""approval""]","[""curiosity"", ""disgust""]","[""approval (moderata: 29.63%)"", ""curiosity (debole: 18.52%)"", ""disgust (debole: 14.81%)""]"
gettingawayfromthesp,"[""approval"", ""love"", ""curiosity""]","[26.09, 26.09, 26.09]",[],"[""approval"", ""love"", ""curiosity""]",[],"[""approval (moderata: 26.09%)"", ""love (moderata: 26.09%)"", ""curiosity (moderata: 26.09%)""]"
ghaering,"[""approval"", ""annoyance"", ""curiosity""]","[34.62, 23.08, 23.08]",[],"[""approval""]","[""annoyance"", ""curiosity""]","[""approval (moderata: 34.62%)"", ""annoyance (debole: 23.08%)"", ""curiosity (debole: 23.08%)""]"
ghatsim,"[""approval"", ""annoyance"", ""admiration""]","[40.0, 25.0, 15.0]",[],"[""approval"", ""annoyance""]","[""admiration""]","[""approval (moderata: 40.00%)"", ""annoyance (moderata: 25.00%)"", ""admiration (debole: 15.00%)""]"
ghost_passenger,"[""disapproval"", ""desire"", ""approval""]","[21.05, 15.79, 15.79]",[],[],"[""disapproval"", ""desire"", ""approval""]","[""disapproval (debole: 21.05%)"", ""desire (debole: 15.79%)"", ""approval (debole: 15.79%)""]"
ghostdaze,"[""admiration"", ""approval"", ""excitement""]","[44.0, 16.0, 16.0]",[],"[""admiration""]","[""approval"", ""excitement""]","[""admiration (moderata: 44.00%)"", ""approval (debole: 16.00%)"", ""excitement (debole: 16.00%)""]"
girlonyourshoulders,"[""approval"", ""admiration"", ""realization""]","[37.93, 24.14, 20.69]",[],"[""approval""]","[""admiration"", ""realization""]","[""approval (moderata: 37.93%)"", ""admiration (debole: 24.14%)"", ""realization (debole: 20.69%)""]"
givemecoffeee,"[""approval"", ""admiration"", ""disgust""]","[29.63, 18.52, 18.52]",[],"[""approval""]","[""admiration"", ""disgust""]","[""approval (moderata: 29.63%)"", ""admiration (debole: 18.52%)"", ""disgust (debole: 18.52%)""]"
glasapplet,"[""approval"", ""disgust"", ""realization""]","[35.71, 35.71, 21.43]",[],"[""approval"", ""disgust""]","[""realization""]","[""approval (moderata: 35.71%)"", ""disgust (moderata: 35.71%)"", ""realization (debole: 21.43%)""]"
gnoppa,"[""gratitude"", ""approval"", ""admiration""]","[33.33, 18.52, 18.52]",[],"[""gratitude""]","[""approval"", ""admiration""]","[""gratitude (moderata: 33.33%)"", ""approval (debole: 18.52%)"", ""admiration (debole: 18.52%)""]"
goddamnhivemind,"[""curiosity"", ""gratitude"", ""admiration""]","[22.22, 22.22, 14.81]",[],[],"[""curiosity"", ""gratitude"", ""admiration""]","[""curiosity (debole: 22.22%)"", ""gratitude (debole: 22.22%)"", ""admiration (debole: 14.81%)""]"
goodjason89,"[""admiration"", ""approval"", ""disapproval""]","[40.91, 22.73, 18.18]",[],"[""admiration""]","[""approval"", ""disapproval""]","[""admiration (moderata: 40.91%)"", ""approval (debole: 22.73%)"", ""disapproval (debole: 18.18%)""]"
goodthankyou,"[""approval"", ""annoyance"", ""curiosity""]","[19.23, 19.23, 19.23]",[],[],"[""approval"", ""annoyance"", ""curiosity""]","[""approval (debole: 19.23%)"", ""annoyance (debole: 19.23%)"", ""curiosity (debole: 19.23%)""]"
goodusername,"[""approval"", ""curiosity"", ""caring""]","[26.92, 23.08, 19.23]",[],"[""approval""]","[""curiosity"", ""caring""]","[""approval (moderata: 26.92%)"", ""curiosity (debole: 23.08%)"", ""caring (debole: 19.23%)""]"
googlyeyespy,"[""disapproval"", ""annoyance"", ""disgust""]","[42.86, 35.71, 25.0]",[],"[""disapproval"", ""annoyance"", ""disgust""]",[],"[""disapproval (moderata: 42.86%)"", ""annoyance (moderata: 35.71%)"", ""disgust (moderata: 25.00%)""]"
googolplexbyte,"[""disapproval"", ""approval"", ""confusion""]","[33.33, 23.81, 19.05]",[],"[""disapproval""]","[""approval"", ""confusion""]","[""disapproval (moderata: 33.33%)"", ""approval (debole: 23.81%)"", ""confusion (debole: 19.05%)""]"
gosuGANK,"[""curiosity"", ""approval"", ""confusion""]","[34.62, 26.92, 15.38]",[],"[""curiosity"", ""approval""]","[""confusion""]","[""curiosity (moderata: 34.62%)"", ""approval (moderata: 26.92%)"", ""confusion (debole: 15.38%)""]"
goyo_goyo,"[""approval"", ""caring"", ""curiosity""]","[40.74, 25.93, 14.81]",[],"[""approval"", ""caring""]","[""curiosity""]","[""approval (moderata: 40.74%)"", ""caring (moderata: 25.93%)"", ""curiosity (debole: 14.81%)""]"
gracie1030,"[""curiosity"", ""approval"", ""disgust""]","[25.0, 20.83, 20.83]",[],"[""curiosity""]","[""approval"", ""disgust""]","[""curiosity (moderata: 25.00%)"", ""approval (debole: 20.83%)"", ""disgust (debole: 20.83%)""]"
gretchumuchu,"[""approval"", ""gratitude"", ""confusion""]","[20.83, 20.83, 16.67]",[],[],"[""approval"", ""gratitude"", ""confusion""]","[""approval (debole: 20.83%)"", ""gratitude (debole: 20.83%)"", ""confusion (debole: 16.67%)""]"
guiltykissu,"[""admiration"", ""love"", ""excitement""]","[50.0, 17.86, 14.29]","[""admiration""]",[],"[""love"", ""excitement""]","[""admiration (forte: 50.00%)"", ""love (debole: 17.86%)"", ""excitement (debole: 14.29%)""]"
guppy221,"[""disgust"", ""curiosity"", ""annoyance""]","[30.43, 21.74, 17.39]",[],"[""disgust""]","[""curiosity"", ""annoyance""]","[""disgust (moderata: 30.43%)"", ""curiosity (debole: 21.74%)"", ""annoyance (debole: 17.39%)""]"
guynumberjuan,"[""disapproval"", ""approval"", ""annoyance""]","[33.33, 20.83, 20.83]",[],"[""disapproval""]","[""approval"", ""annoyance""]","[""disapproval (moderata: 33.33%)"", ""approval (debole: 20.83%)"", ""annoyance (debole: 20.83%)""]"
hapaonthemainland,"[""caring"", ""admiration"", ""disgust""]","[37.93, 27.59, 20.69]",[],"[""caring"", ""admiration""]","[""disgust""]","[""caring (moderata: 37.93%)"", ""admiration (moderata: 27.59%)"", ""disgust (debole: 20.69%)""]"
happygolily8,"[""admiration"", ""approval"", ""love""]","[24.0, 24.0, 16.0]",[],[],"[""admiration"", ""approval"", ""love""]","[""admiration (debole: 24.00%)"", ""approval (debole: 24.00%)"", ""love (debole: 16.00%)""]"
harlyss,"[""approval"", ""curiosity"", ""love""]","[30.43, 21.74, 17.39]",[],"[""approval""]","[""curiosity"", ""love""]","[""approval (moderata: 30.43%)"", ""curiosity (debole: 21.74%)"", ""love (debole: 17.39%)""]"
harrytrumanprimate,"[""admiration"", ""annoyance"", ""disapproval""]","[23.08, 23.08, 23.08]",[],[],"[""admiration"", ""annoyance"", ""disapproval""]","[""admiration (debole: 23.08%)"", ""annoyance (debole: 23.08%)"", ""disapproval (debole: 23.08%)""]"
heart2start,"[""gratitude"", ""approval"", ""curiosity""]","[46.43, 32.14, 14.29]",[],"[""gratitude"", ""approval""]","[""curiosity""]","[""gratitude (moderata: 46.43%)"", ""approval (moderata: 32.14%)"", ""curiosity (debole: 14.29%)""]"
heavygenesis,"[""approval"", ""admiration"", ""realization""]","[37.5, 25.0, 16.67]",[],"[""approval"", ""admiration""]","[""realization""]","[""approval (moderata: 37.50%)"", ""admiration (moderata: 25.00%)"", ""realization (debole: 16.67%)""]"
